
p,1,17:36:17,0.0,-1.33929,0.0,0

p,2,17:36:27,0.0,-1.33929,0.0,0

p,3,17:36:37,0.0,0.3334,0.0,0

p,4,17:36:48,0.0,0.3334,0.0,0

p,5,17:36:58,-62.15792,-58.47176,11.7,4

p,6,17:37:9,-62.15796,-58.47136,25.4,6

p,7,17:37:19,-62.15784,-58.47117,25.6,6

p,8,17:37:30,-62.15759,-58.47098,12.1,6

p,9,17:37:40,-62.15738,-58.47056
p,11,17:38:2,-62.15604,-58.46919,6.8,7

p,12,17:38:12,-62.15537,-58.47002,7.5,7

p,13,17:38:23,-62.15457,-58.47136,3.9,7

p,14,17:38:33,-62.15385,-58.47266,3.9,8

p,15,17:38:44,-62.15309,-58.47418,3.5,9

p,16,17:38:54,-62.15249,-58.47570,2.8,9

p,17,17:39:5,-62.15180,-58.47747,3.2,9

p,18,17:39:15,-62.15128,-58.47925,2.5,9

p,19,17:39:26,-62.15080,-58.48133,0.4,9

p,20,17:39:37,-62.15043,-58.48350,1.5,9

p,21,17:39:47,-62.15018,-58.48552,1.0,9

p,22,17:39:58,-62.14997,-58.48776,0.5,9

p,24,17:40:19,-62.14962,-58.49200,1.8,11

p,26,17:40:40,-62.14945,-58.49634,0.9,11

p,27,17:40:50,-62.14936,-58.49838,1.3,11

p,28,17:41:1,-62.14935,-58.50053,1.8,11

p,31,17:41:33,-62.14969,-58.50689,2.0,11

p,32,17:41:43,-62.14984,-58.50891,2.6,10

p,33,17:41:54,-62.15002,-58.51112,3.0,9

p,34,17:42:4,-62.15020,-58.51314,3.8,11

p,35,17:42:15,-62.15039,-58.51537,3.2,10

p,36,17:42:25,-62.15062,-58.51741,3.8,11

p,37,17:42:36,-62.15089,-58.51968,3.7,11

p,41,17:43:18,-62.15231,-58.52790,6.2,11

p,42,17:43:29,-62.15272,-58.52989,5.1,11

p,43,17:43:39,-62.15305,-58.53152,4.9,11

p,44,17:43:50,-62.15340,-58.53329,4.2,11

p,45,17:44:0,-62.15364,-58.53505,2.5,11

p,46,17:44:11,-62.15398,-58.53696,1.4,11

p,48,17:44:32,-62.15447,-58.54101,2.5,10

p,49,17:44:43,-62.15471,-58.54318,3.0,10

p,50,17:44:53,-62.15499,-58.54495,4.3,10

p,51,17:45:4,-62.15531,-58.54675,2.9,10

p,54,17:45:35,-62.15578,-58.55130,3.8,10

p,57,17:46:7,-62.15631,-58.55626,3.8,11

p,58,17:46:15,-62.15649,-58.55781,2.7,11

p,59,17:46:25,-62.15665,-58.55945,2.8,11

p,60,17:46:36,-62.15686,-58.56121,0.9,11

p,61,17:46:46,-62.15698,-58.56288,0.7,11

p,62,17:46:57,-62.15711,-58.56484,1.6,11

p,63,17:47:8,-62.15715,-58.56671,1.8,11

p,64,17:47:18,-62.15728,-58.56807,2.4,11

p,65,17:47:29,-62.15743,-58.56926,2.5,11

