2021-1-28T22:43:0,-62.16337,-58.49189,173.2
2021-1-28T22:43:11,-62.16347,-58.49199,174.4
2021-1-28T22:43:22,-62.16356,-58.49209,175.3
2021-1-28T22:43:33,-62.16367,-58.49211,177.1
2021-1-28T22:43:43,-62.16377,-58.49220,178.3
2021-1-28T22:43:54,-62.16383,-58.49238,181.1
2021-1-28T22:44:5,-62.16389,-58.49249,181.4
2021-1-28T22:44:15,-62.16397,-58.49265,181.3
2021-1-28T22:44:26,-62.16401,-58.49275,182.0
2021-1-28T22:44:36,-62.16407,-58.49292,181.1
2021-1-28T22:44:47,-62.16415,-58.49309,181.2
2021-1-28T22:44:58,-62.16425,-58.49324,180.8
2021-1-28T22:45:8,-62.16434,-58.49339,180.3
2021-1-28T22:45:19,-62.16444,-58.49354,179.2
2021-1-28T22:45:30,-62.16454,-58.49368,179.3
2021-1-28T22:45:40,-62.16461,-58.49383,179.7
2021-1-28T22:45:51,-62.16471,-58.49398,179.7
2021-1-28T22:46:1,-62.16480,-58.49412,179.4
2021-1-28T22:46:12,-62.16488,-58.49428,179.2
2021-1-28T22:46:22,-62.16497,-58.49441,178.2
2021-1-28T22:46:33,-62.16507,-58.49453,177.9
2021-1-28T22:46:43,-62.16517,-58.49463,178.0
2021-1-28T22:46:54,-62.16526,-58.49475,178.1
2021-1-28T22:47:4,-62.16535,-58.49487,178.8
2021-1-28T22:47:15,-62.16546,-58.49499,180.3
2021-1-28T22:47:25,-62.16556,-58.49510,181.8
2021-1-28T22:47:36,-62.16564,-58.49524,183.2
2021-1-28T22:47:46,-62.16572,-58.49539,184.5
2021-1-28T22:47:57,-62.16580,-58.49553,186.2
2021-1-28T22:48:7,-62.16586,-58.49563,187.2
2021-1-28T22:48:18,-62.16593,-58.49572,189.5
2021-1-28T22:48:28,-62.16599,-58.49585,190.9
2021-1-28T22:48:39,-62.16606,-58.49595,192.8
2021-1-28T22:48:49,-62.16613,-58.49602,195.2
2021-1-28T22:49:0,-62.16619,-58.49612,197.9
2021-1-28T22:49:11,-62.16626,-58.49616,198.8
2021-1-28T22:49:21,-62.16627,-58.49618,199.9
2021-1-28T22:49:32,-62.16626,-58.49618,200.9
2021-1-28T22:49:42,-62.16633,-58.49639,208.8
