1,2,7608,2021-2-4T11:41:10,-62.15738,-58.48387,175.5,10
1,2,7609,2021-2-4T11:41:21,-62.15738,-58.48387,175.3,10
1,2,7610,2021-2-4T11:41:32,-62.15738,-58.48386,174.8,10
1,2,7611,2021-2-4T11:41:43,-62.15737,-58.48386,174.3,10
1,2,7612,2021-2-4T11:41:54,-62.15737,-58.48386,173.5,10
1,2,7614,2021-2-4T11:42:16,-62.15737,-58.48386,173.9,10
1,2,7615,2021-2-4T11:42:27,-62.15737,-58.48385,174.3,10
1,2,7616,2021-2-4T11:42:38,-62.15737,-58.48385,174.3,10
1,2,7617,2021-2-4T11:42:49,-62.15738,-58.48386,174.5,10
1,2,7618,2021-2-4T11:43:0,-62.15738,-58.48386,174.8,10
1,2,7619,2021-2-4T11:43:11,-62.15738,-58.48386,175.4,10
1,2,7620,2021-2-4T11:43:22,-62.15737,-58.48386,175.5,10
1,2,7621,2021-2-4T11:43:33,-62.15737,-58.48386,175.6,11
1,2,7622,2021-2-4T11:43:44,-62.15738,-58.48386,175.8,11
1,2,7623,2021-2-4T11:43:55,-62.15738,-58.48387,175.6,11
1,2,7624,2021-2-4T11:44:6,-62.15739,-58.48386,175.4,11
1,2,7627,2021-2-4T11:44:38,-62.15738,-58.48385,175.5,11
1,2,7628,2021-2-4T11:44:49,-62.15737,-58.48386,175.7,11
1,2,7629,2021-2-4T11:45:0,-62.15738,-58.48386,175.7,11
1,2,7630,2021-2-4T11:45:11,-62.15738,-58.48386,175.6,11
1,2,7631,2021-2-4T11:45:22,-62.15738,-58.48386,175.7,11
1,2,7632,2021-2-4T11:45:33,-62.15738,-58.48386,175.6,11
1,2,7633,2021-2-4T11:45:44,-62.15738,-58.48386,175.9,11
1,2,7634,2021-2-4T11:45:55,-62.15738,-58.48387,176.0,11
1,2,7635,2021-2-4T11:46:6,-62.15738,-58.48388,176.8,11
1,2,7636,2021-2-4T11:46:17,-62.15738,-58.48387,177.0,11
1,2,7637,2021-2-4T11:46:28,-62.15738,-58.48388,176.7,11
1,2,7638,2021-2-4T11:46:39,-62.15738,-58.48388,176.1,11
1,2,7639,2021-2-4T11:46:50,-62.15737,-58.48389,175.8,11
1,2,7640,2021-2-4T11:47:1,-62.15738,-58.48390,176.1,11
1,2,7641,2021-2-4T11:47:12,-62.15738,-58.48390,176.4,11
1,2,7642,2021-2-4T11:47:23,-62.15738,-58.48389,176.3,11
1,2,7643,2021-2-4T11:47:34,-62.15737,-58.48389,176.0,11
1,2,7644,2021-2-4T11:47:45,-62.15737,-58.48388,175.8,11
1,2,7645,2021-2-4T11:47:56,-62.15736,-58.48388,176.4,11
1,2,7646,2021-2-4T11:48:7,-62.15737,-58.48387,175.7,11
1,2,7647,2021-2-4T11:48:18,-62.15737,-58.48386,175.6,11
1,2,7648,2021-2-4T11:48:29,-62.15737,-58.48386,175.7,11
1,2,7649,2021-2-4T11:48:40,-62.15737,-58.48386,175.7,11
1,2,7650,2021-0-0T0:0:0,0.0,0.0,0.0,0
1,2,7651,2021-2-4T11:49:1,-62.15738,-58.48387,174.8,11
1,2,7652,2021-2-4T11:49:12,-62.15738,-58.48388,174.8,11
1,2,7653,2021-2-4T11:49:23,-62.15738,-58.48388,175.0,11
1,2,7654,2021-2-4T11:49:34,-62.15738,-58.48388,175.0,11
1,2,7655,2021-2-4T11:49:45,-62.15738,-58.48388,175.5,11
1,2,7656,2021-2-4T11:49:56,-62.15737,-58.48388,175.9,11
1,2,7657,2021-2-4T11:50:7,-62.15737,-58.48389,175.7,11
1,2,7665,2021-2-4T11:51:33,-62.15738,-58.48386,175.9,11
1,2,7666,2021-2-4T11:51:44,-62.15738,-58.48386,176.2,11
1,2,7667,2021-2-4T11:51:55,-62.15737,-58.48388,176.6,11
1,2,7668,2021-2-4T11:52:6,-62.15737,-58.48388,176.6,11
1,2,7669,2021-2-4T11:52:17,-62.15737,-58.48389,176.3,11
1,2,7670,2021-2-4T11:52:28,-62.15737,-58.48388,175.8,11
1,2,7671,2021-2-4T11:52:39,-62.15737,-58.48388,175.2,11
1,2,7672,2021-2-4T11:52:50,-62.15737,-58.48388,174.7,11
1,2,7673,2021-2-4T11:53:1,-62.15737,-58.48388,174.8,11
1,2,7674,2021-2-4T11:53:12,-62.15737,-58.48389,175.2,11
1,2,7675,2021-2-4T11:53:23,-62.15736,-58.48389,175.9,11
1,2,7676,2021-2-4T11:53:34,-62.15736,-58.48389,176.0,11
1,2,7677,2021-2-4T11:53:45,-62.15736,-58.48389,175.8,11
1,2,7678,2021-2-4T11:53:56,-62.15736,-58.48389,176.0,11
1,2,7679,2021-2-4T11:54:7,-62.15736,-58.48390,176.1,11
1,2,7680,2021-2-4T11:54:18,-62.15736,-58.48389,176.2,11
1,2,7681,2021-2-4T11:54:29,-62.15736,-58.48390,176.3,11
1,2,7682,2021-2-4T11:54:40,-62.15736,-58.48389,176.5,11
1,2,7683,2021-2-4T11:54:51,-62.15736,-58.48389,175.7,11
1,2,7684,2021-2-4T11:55:1,-62.0,0.0,0.0,0
1,2,7685,2021-2-4T11:55:12,-62.15737,-58.48386,174.5,11
1,2,7686,2021-2-4T11:55:23,-62.15738,-58.48385,175.2,11
1,2,7687,2021-2-4T11:55:34,-62.15738,-58.48385,175.3,11
1,2,7688,2021-2-4T11:55:45,-62.15738,-58.48386,175.9,11
1,2,7689,2021-2-4T11:55:56,-62.15738,-58.48388,177.0,11
1,2,7690,2021-2-4T11:56:7,-62.15738,-58.48388,177.7,11
1,2,7691,2021-2-4T11:56:18,-62.15738,-58.48388,177.7,11
1,2,7692,2021-2-4T11:56:29,-62.15739,-58.48387,177.2,11
1,2,7693,2021-2-4T11:56:40,-62.15739,-58.48387,176.5,10
1,2,7694,2021-2-4T11:56:51,-62.15739,-58.48386,176.5,10
1,2,7695,2021-2-4T11:57:2,-62.15738,-58.48386,176.8,10
1,2,7696,2021-2-4T11:57:13,-62.15738,-58.48387,176.8,10
1,2,7697,2021-2-4T11:57:24,-62.15738,-58.48387,176.9,10
1,2,7698,2021-2-4T11:57:35,-62.15738,-58.48386,176.8,10
1,2,7699,2021-2-4T11:57:46,-62.15738,-58.48386,176.8,10
1,2,7700,2021-2-4T11:57:57,-62.15738,-58.48386,176.4,10
1,2,7701,2021-2-4T11:58:8,-62.15738,-58.48386,176.2,10
1,2,7702,2021-2-4T11:58:19,-62.15738,-58.48386,176.7,10
1,2,7703,2021-2-4T11:58:30,-62.15738,-58.48386,177.2,10
1,2,7704,2021-2-4T11:58:41,-62.15738,-58.48386,177.2,10
1,2,7711,2021-2-4T11:59:56,-62.15737,-58.48385,174.8,10
1,2,7713,2021-2-4T12:0:17,-62.15738,-58.48386,174.8,10
1,2,7714,2021-2-4T12:0:28,-62.15738,-58.48387,175.2,10
1,2,7715,2021-2-4T12:0:39,-62.15738,-58.48388,175.6,10
1,2,7716,2021-2-4T12:0:50,-62.15738,-58.48388,175.8,10
1,2,7717,2021-2-4T12:1:1,-62.15738,-58.48388,175.4,10
1,2,7718,2021-2-4T12:1:12,-62.15739,-58.48387,175.8,10
1,2,7719,2021-2-4T12:1:23,-62.15738,-58.48387,175.5,10
1,2,7720,2021-2-4T12:1:34,-62.15738,-58.48388,176.4,10
1,2,7721,2021-2-4T12:1:45,-62.15738,-58.48388,175.9,10
1,2,7722,2021-2-4T12:1:56,-62.15738,-58.48388,175.8,10
1,2,7723,2021-2-4T12:2:8,-62.15738,-58.48388,176.5,10
1,2,7724,2021-2-4T12:2:19,-62.15738,-58.48387,176.9,10
