p,77,12:11:4,-62.16006,-58.47400,54.1,5

p,78,12:11:14,-62.16008,-58.47387,50.4,5

p,79,12:11:25,-62.16013,-58.47365,39.4,7

p,80,12:11:35,-62.16013,-58.47359,35.5,7

p,81,12:11:46,-62.16015,-58.47358,36.4,7

p,82,12:11:57,-62.16013,-58.47357,34.0,7

p,83,12:12:7,-62.16010,-58.47357,25.8,8

p,84,12:12:18,-62.16010,-58.47354,20.9,8

p,85,12:12:28,-62.16011,-58.47354,23.7,7

p,86,12:12:39,-62.16010,-58.47354,22.3,8

p,87,12:12:49,-62.16011,-58.47353,22.1,8

p,88,12:13:0,-62.16011,-58.47353,20.7,8

p,89,12:13:11,-62.16014,-58.47358,24.1,8

p,90,12:13:21,-62.16012,-58.47359,22.6,8

p,91,12:13:32,-62.16010,-58.47362,21.7,9

p,92,12:13:42,-62.16011,-58.47362,23.8,9

p,93,12:13:53,-62.16010,-58.47362,24.9,9

p,94,12:14:3,-62.16011,-58.47365,28.2,9

p,95,12:14:14,-62.16014,-58.47364,31.3,9

p,98,12:14:46,-62.15997,-58.47365,19.8,9

p,99,12:14:56,-62.15987,-58.47347,17.7,9

p,100,12:15:7,-62.15968,-58.47309,13.6,9

p,101,12:15:17,-62.15942,-58.47305,11.6,9

p,102,12:15:28,-62.15914,-58.47311,10.1,9

p,103,12:15:38,-62.15896,-58.47319,9.3,10

p,104,12:15:49,-62.15883,-58.47336,9.4,10

p,107,12:16:21,-62.15832,-58.47458,9.7,9

p,108,12:16:31,-62.15816,-58.47497,9.7,9

p,109,12:16:42,-62.15798,-58.47536,9.5,9

p,110,12:16:52,-62.15778,-58.47571,9.2,9

p,123,12:19:10,-62.15526,-58.48031,9.4,10

p,129,12:20:13,-62.15501,-58.48255,8.6,10

p,130,12:20:24,-62.15495,-58.48293,8.6,10

p,131,12:20:34,-62.15487,-58.48319,8.5,10

p,132,12:20:45,-62.15480,-58.48348,8.8,11

p,133,12:20:55,-62.15487,-58.48364,8.8,11

p,136,12:21:27,-62.15468,-58.48371,7.4,11

p,138,12:21:48,-62.15457,-58.48386,5.4,11

p,139,12:21:59,-62.15456,-58.48388,6.5,11

p,140,12:22:9,-62.15455,-58.48387,6.7,11

p,141,12:22:20,-62.15454,-58.48389,7.1,11

p,144,12:22:51,-62.15459,-58.48383,7.3,9

p,145,12:23:2,-62.15459,-58.48384,8.1,11

p,149,12:23:44,-62.15459,-58.48385,8.1,11

p,151,12:24:5,-62.15454,-58.48388,6.5,11

p,152,12:24:16,-62.15453,-58.48391,7.1,11

p,153,12:24:27,-62.15451,-58.48392,6.7,10

p,154,12:24:37,-62.15451,-58.48394,6.9,11

p,155,12:24:48,-62.15450,-58.48398,7.0,10

p,158,12:25:19,-62.15449,-58.48404,8.1,10

p,159,12:25:30,-62.15446,-58.48404,8.4,10

p,161,12:25:51,-62.15422,-58.48407,7.4,11

p,162,12:26:2,-62.15410,-58.48420,7.0,11

p,163,12:26:12,-62.15405,-58.48420,7.4,10

p,164,12:26:23,-62.15402,-58.48419,7.6,10

p,165,12:26:33,-62.15399,-58.48418,7.6,10

p,166,12:26:44,-62.15398,-58.48418,8.0,10

p,167,12:26:54,-62.15396,-58.48418,7.9,10

p,168,12:27:5,-62.15394,-58.48419,7.6,10

p,171,12:27:37,-62.15347,-58.48408,7.4,10

p,172,12:27:47,-62.15285,-58.48256,6.9,10

p,173,12:27:58,-62.15291,-58.48010,6.6,10

p,174,12:28:8,-62.15318,-58.47788,6.1,11

p,175,12:28:19,-62.15355,-58.47547,5.0,11

p,176,12:28:29,-62.15385,-58.47325,4.2,11

p,177,12:28:40,-62.15410,-58.47078,4.4,11

p,178,12:28:51,-62.15439,-58.46834,4.4,11

p,179,12:29:1,-62.15476,-58.46621,3.9,11

p,180,12:29:12,-62.15527,-58.46394,3.4,11

p,181,12:29:22,-62.15581,-58.46199,3.9,11

p,182,12:29:33,-62.15648,-58.45994,3.8,11

p,183,12:29:44,-62.15734,-58.45821,4.0,11

p,184,12:29:54,-62.15819,-58.45679,5.0,11

