2,1,325,2021-2-5T12:39:9,-62.15917,-58.47135,0.0,0
2,1,326,2021-2-5T12:39:20,-62.15916,-58.47135,23.5,5
2,1,327,2021-2-5T12:39:31,-62.15914,-58.47135,24.5,5
2,1,328,2021-2-5T12:39:42,-62.15913,-58.47138,24.4,5
2,1,329,2021-2-5T12:39:52,-62.15912,-58.47140,25.3,5
2,1,330,2021-2-5T12:40:3,-62.15912,-58.47140,26.2,5
2,1,331,2021-2-5T12:40:14,-62.15912,-58.47142,25.7,5
2,1,332,2021-2-5T12:40:25,-62.15914,-58.47140,24.6,5
2,1,333,2021-2-5T12:40:35,-62.15915,-58.47138,23.2,5
2,1,334,2021-2-5T12:40:46,-62.15917,-58.47135,20.8,5
2,1,335,2021-2-5T12:40:57,-62.15918,-58.47133,18.4,5
2,1,336,2021-2-5T12:41:8,-62.15918,-58.47134,16.2,5
2,1,337,2021-2-5T12:41:18,-62.15922,-58.47131,13.4,5
2,1,338,2021-2-5T12:41:29,-62.15923,-58.47129,11.2,5
2,1,339,2021-2-5T12:41:40,-62.15925,-58.47129,8.2,5
2,1,340,2021-2-5T12:41:51,-62.15927,-58.47128,5.9,5
2,1,341,2021-2-5T12:42:1,-62.15928,-58.47126,3.9,5
2,1,342,2021-2-5T12:42:12,-62.15929,-58.47125,1.5,5
2,1,343,2021-2-5T12:42:23,-62.15933,-58.47124,-2.9,5
2,1,344,2021-2-5T12:42:33,-62.15938,-58.47125,65530.0,0
2,1,345,2021-2-5T12:42:44,-62.15936,-58.47127,-5.6,5
2,1,346,2021-2-5T12:42:55,-62.15935,-58.47130,-2.2,5
2,1,347,2021-2-5T12:43:6,-62.15931,-58.47131,2.8,5
2,1,354,2021-2-5T12:44:20,-62.15913,-58.47135,20.6,5
2,1,355,2021-2-5T12:44:30,-62.15913,-58.47134,19.8,5
